id,instance_id,sampler,p,max_iter,shots,optimizer,warm_start,optimum,time
0,0,aer,1,250,200,COBYLA,False,2.0,0.6995539665222168
1,0,aer,1,250,200,COBYLA,True,1.0,0.6082370281219482
2,0,noise,1,250,200,COBYLA,False,102.0,0.810405969619751
3,0,noise,1,250,200,COBYLA,True,2.0,0.7774538993835449
4,0,aqt,1,250,200,COBYLA,False,1.0,1.9663569927215576
5,0,aqt,1,250,200,COBYLA,True,101.0,2.050386905670166
6,0,aer,1,250,200,NELDER_MEAD,False,1.0,7.19931697845459
7,0,aer,1,250,200,NELDER_MEAD,True,2.0,7.240422964096069
8,0,noise,1,250,200,NELDER_MEAD,False,202.0,8.868093729019165
9,0,noise,1,250,200,NELDER_MEAD,True,2.0,10.704040765762327
10,0,aqt,1,250,200,NELDER_MEAD,False,101.0,31.492828845977783
11,0,aqt,1,250,200,NELDER_MEAD,True,1.0,33.716089963912964
12,0,aer,1,250,200,SLSQP,False,2.0,2.2979178428649902
13,0,aer,1,250,200,SLSQP,True,1.0,1.8300871849060056
14,0,noise,1,250,200,SLSQP,False,102.0,1.4942669868469238
15,0,noise,1,250,200,SLSQP,True,102.0,1.3878920078277588
16,0,aqt,1,250,200,SLSQP,False,402.0,8.738399982452393
17,0,aqt,1,250,200,SLSQP,True,1.0,12.952001094818115
18,0,aer,1,250,400,COBYLA,False,2.0,0.8794231414794922
19,0,aer,1,250,400,COBYLA,True,1.0,1.0007719993591309
20,0,noise,1,250,400,COBYLA,False,2.0,1.3578879833221436
21,0,noise,1,250,400,COBYLA,True,1.0,1.1488759517669678
22,0,aer,1,250,400,NELDER_MEAD,False,2.0,10.483604907989502
23,0,aer,1,250,400,NELDER_MEAD,True,102.0,11.237588882446287
24,0,noise,1,250,400,NELDER_MEAD,False,101.0,12.472043991088867
25,0,noise,1,250,400,NELDER_MEAD,True,102.0,12.097509860992432
26,0,aer,1,250,400,SLSQP,False,2.0,2.624216079711914
27,0,aer,1,250,400,SLSQP,True,2.0,1.844815731048584
28,0,noise,1,250,400,SLSQP,False,2.0,1.5457189083099363
29,0,noise,1,250,400,SLSQP,True,2.0,4.222319841384888
30,0,aer,1,250,600,COBYLA,False,2.0,0.9667258262634276
31,0,aer,1,250,600,COBYLA,True,1.0,0.92478609085083
32,0,noise,1,250,600,COBYLA,False,2.0,1.2401962280273438
33,0,noise,1,250,600,COBYLA,True,1.0,1.0205540657043457
34,0,aer,1,250,600,NELDER_MEAD,False,2.0,12.324223041534424
35,0,aer,1,250,600,NELDER_MEAD,True,1.0,9.551271915435793
36,0,noise,1,250,600,NELDER_MEAD,False,2.0,13.344445943832396
37,0,noise,1,250,600,NELDER_MEAD,True,1.0,13.739033222198486
38,0,aer,1,250,600,SLSQP,False,2.0,2.1887807846069336
39,0,aer,1,250,600,SLSQP,True,1.0,3.223047971725464
40,0,noise,1,250,600,SLSQP,False,1.0,3.9679648876190186
41,0,noise,1,250,600,SLSQP,True,2.0,3.628420829772949
42,0,aer,1,250,800,COBYLA,False,2.0,1.2030551433563232
43,0,aer,1,250,800,COBYLA,True,2.0,1.1818797588348389
44,0,noise,1,250,800,COBYLA,False,2.0,1.359802007675171
45,0,noise,1,250,800,COBYLA,True,1.0,1.513490915298462
46,0,aer,1,250,800,NELDER_MEAD,False,2.0,12.38204789161682
47,0,aer,1,250,800,NELDER_MEAD,True,2.0,12.718851804733276
48,0,noise,1,250,800,NELDER_MEAD,False,2.0,14.677505016326904
49,0,noise,1,250,800,NELDER_MEAD,True,101.0,13.357933759689333
50,0,aer,1,250,800,SLSQP,False,2.0,2.9038519859313965
51,0,aer,1,250,800,SLSQP,True,1.0,3.185554265975952
52,0,noise,1,250,800,SLSQP,False,1.0,5.308483123779297
53,0,noise,1,250,800,SLSQP,True,101.0,4.397855997085571
54,0,aer,1,250,1000,COBYLA,False,1.0,1.7327289581298828
55,0,aer,1,250,1000,COBYLA,True,1.0,1.5808401107788086
56,0,noise,1,250,1000,COBYLA,False,2.0,1.8572642803192136
57,0,noise,1,250,1000,COBYLA,True,1.0,1.6618170738220217
58,0,aer,1,250,1000,NELDER_MEAD,False,2.0,15.779531955718994
59,0,aer,1,250,1000,NELDER_MEAD,True,2.0,14.35283088684082
60,0,noise,1,250,1000,NELDER_MEAD,False,2.0,17.739506721496582
61,0,noise,1,250,1000,NELDER_MEAD,True,2.0,16.91939616203308
62,0,aer,1,250,1000,SLSQP,False,2.0,5.384512186050415
63,0,aer,1,250,1000,SLSQP,True,1.0,2.969079971313477
64,0,noise,1,250,1000,SLSQP,False,1.0,5.580736875534058
65,0,noise,1,250,1000,SLSQP,True,1.0,2.236654758453369
66,0,aer,1,500,200,COBYLA,False,102.0,0.5749650001525879
67,0,aer,1,500,200,COBYLA,True,1.0,0.6389269828796387
68,0,noise,1,500,200,COBYLA,False,2.0,0.7097599506378174
69,0,noise,1,500,200,COBYLA,True,2.0,0.6810071468353271
70,0,aqt,1,500,200,COBYLA,False,202.0,1.721647024154663
71,0,aqt,1,500,200,COBYLA,True,102.0,1.5751941204071045
72,0,aer,1,500,200,NELDER_MEAD,False,2.0,11.625008821487429
73,0,aer,1,500,200,NELDER_MEAD,True,2.0,12.516655206680298
74,0,noise,1,500,200,NELDER_MEAD,False,2.0,13.182312965393066
